Time (seconds),RMSE (meters)
0,1.9999179512525034
1,2.469495160561747
2,2.9532579862688566
3,2.8725652599762963
4,2.7644166232357508
5,2.701206975086981
6,2.0825033978260317
7,0.6672155417743072
8,0.5895525533970336
9,0.6471273514802744
10,0.5775539597373179
11,0.5825955568603062
12,0.6595540373654538
13,0.5215415010110821
14,0.6928731991790036
15,0.7172170043565868
16,0.7203767192930924
17,0.7529968291416136
18,0.7881585568551537
19,0.8385641241645481
20,0.8541040856858169
21,0.9029732625953595
22,1.013829588370476
23,2.744845032205776
24,2.9191111229352154
25,3.0845730402715277
26,1.0809070451184448
27,0.9703575166217049
28,1.0692082465731672
29,0.968611580989265
30,0.9462501714734968
31,0.9841291587533102
32,0.8910700384135727
33,0.9590129187030816
34,0.9380487048661685
35,0.9283111810941285
36,0.8464515622977772
37,0.8274752654925923
38,0.8149643890427789
39,0.8914387317454822
40,0.8170903417051405
41,0.8050397410655721
42,0.8687364421111211
43,0.7547176710656448
44,0.7421529220145684
45,0.8091936762655502
46,0.7345174105317844
47,0.8127805338690628
48,0.8260219389581775
49,0.7388957904872331
50,0.8128825492596596
51,0.7260701993173654
52,0.7127478479916148
53,0.759263409718083
54,0.6771092850759527
55,0.6779724833584498
56,0.7319309530829252
57,0.6643695800563528
58,0.6647097893681259
59,0.7537052096920562
60,0.5432908304726907
61,1.0955949239179528
62,1.0352990463395697
63,0.5020232249755175
64,0.4882448955394771
65,0.5276360206633953
66,0.4248111402471869
67,0.4122860058771761
68,0.4394373235139048
69,0.35161356609364763
70,0.32884802868211155
71,0.35688585466581485
72,0.28584943803682655
73,0.2291741652507901
74,0.2425448839216983
75,0.18019045030354372
76,0.21681753000842205
77,0.1632044397235854
78,0.09682988280137605
79,0.0628195632523462
80,2.67054064380857
81,2.564463314322877
82,2.4625104802710753
83,2.360658077768878
84,2.2232015252689905
85,2.0989097793179314
86,1.9612987496924297
87,1.788223546122919
88,1.6461374734745553
89,1.4661580920593995
90,0.43623559769481196
91,0.22625378309425784
92,0.25732078303250766
93,0.2388229233288176
94,0.22721732318510285
95,0.17665726089133607
96,0.24995322643112017
97,0.18344777599793002
98,0.11286684165294797
99,0.08052113595662644
100,0.10509770462489783
101,0.0742499889197633
102,0.03857192050839485
103,0.04665347539142476
104,0.04013145988994453
105,0.06407874271374445
106,0.04995553273006614
107,0.05530270135719914
108,0.0926954769375801
109,0.07284882444589241
110,0.09525698587538997
111,0.10584169840890566
112,0.10178340649333294
113,0.0797533633784934
114,0.051728584170312626
115,0.033521544504406565
116,0.06193179471153569
117,0.031009561535787558
118,0.03765030083044264
119,0.11357568679078774
120,0.04653476335516015
121,0.12864700589060715
122,0.056221244034294654
123,0.055296917019424185
124,0.14120089214078804
125,0.0783432589573761
126,0.06909434189413674
127,0.12803715414311298
128,0.008530346503972632
129,0.017124730010913733
130,0.07478692744972536
131,0.0167491953513472
132,0.009699842189264007
133,0.07016816093863026
134,0.014455168596537829
135,0.05955083044909744
136,0.06492152606677717
137,0.023198260614159034
138,0.07006647657833098
139,0.02438442905613512
140,0.0025660315207948173
141,0.07179751161011773
142,0.02520604094637512
143,0.02520604094637512
