Time (seconds),RMSE (meters)
0,1.7709341533794773
1,1.851829453935057
2,1.6918899224396544
3,1.7213231019235713
4,1.7583472765611297
5,1.803939957913811
6,1.3364726638128188
7,1.064466907496308
8,0.7861153671138602
9,0.5115205893716579
10,0.447563847131502
11,0.33321333764973377
12,0.37434142233508083
13,0.36079825288164746
14,0.331614048104245
15,0.3574363339030974
16,0.3605240543828825
17,0.35376331709101644
18,0.37526277156725224
19,0.36831417830167107
20,0.37615114481781353
21,0.3756323528417155
22,0.38359621206718125
23,0.5492474202058959
24,0.5722882700434397
25,0.5644420817439254
26,0.3629118357019304
27,0.3578376377530358
28,0.35542093517626067
29,0.3336115742047576
30,0.3297215239631165
31,0.32069384335415724
32,0.306554677243121
33,0.31517899106898234
34,0.29957586581144097
35,0.3060585220847433
36,0.28608630255244616
37,0.2694855093606818
38,0.28866226610467516
39,0.2776286298506352
40,0.2777767187342931
41,0.263866477692986
42,0.2598846938010274
43,0.24854180874815684
44,0.24345252302174453
45,0.2422229958561223
46,0.2352536719541908
47,0.23996790048569688
48,0.25072821176521304
49,0.2402356213240792
50,0.23920723644981673
51,0.23463722531687972
52,0.22754108689429717
53,0.22030523599711116
54,0.20594610448621847
55,0.19621857856905345
56,0.19683673127647983
57,0.18806668460685336
58,0.15852182157759054
59,0.15903579167805268
60,0.15230568676261025
61,0.18687469017433705
62,0.1716737293913525
63,0.13813003759746537
64,0.10976486254714787
65,0.16650612663558187
66,0.21331739287497453
67,0.1623221405980397
68,0.16436544493643176
69,0.1565575961246666
70,0.1397557204109381
71,0.13543206102972602
72,0.14721556798371746
73,0.11740641519305466
74,0.1218993791929355
75,0.12614824967591337
76,0.10136973981471334
77,0.08455301766151305
78,0.10107353934426522
79,0.07251093456301352
80,0.3249913215653208
81,2.3453796644222695
82,2.282194409385495
83,2.2142378838076517
84,2.1345527967043028
85,2.049476016776076
86,2.0828378976110367
87,1.7664978454308102
88,1.2467827871898651
89,0.5880340109932437
90,0.42660995560253784
91,0.33921947550662174
92,0.23960027480485552
93,0.18990203406658868
94,0.16291944468247485
95,0.1719339237891077
96,0.18679685242778474
97,0.17534799903421988
98,0.16560830904029072
99,0.15954979604416603
100,0.174438402525411
101,0.1584448027339106
102,0.11995924816489964
103,0.11780649764180152
104,0.1516642467557875
105,0.12841819525451004
106,0.14501786819410753
107,0.1205856771195884
108,0.1082453325434783
109,0.10924642981801988
110,0.0933316700301878
111,0.112099154844202
112,0.10142390295643983
113,0.087857644581032
114,0.11018784849382646
115,0.07926165131160819
116,0.07466942231993927
117,0.10597699504323427
118,0.06453789230470303
119,0.10592018158067233
120,0.08536464663377696
121,0.06563307855412742
122,0.09853853648568478
123,0.0724188062084433
124,0.07432008118468955
125,0.10816562233952057
126,0.07897811795589006
127,0.07051243714000874
128,0.07836681845603619
129,0.04310135541713018
130,0.04029609544773198
131,0.07717577373932442
132,0.0335417296784041
133,0.060227999887864966
134,0.07071403432948646
135,0.039300728544105774
136,0.07354642936221682
137,0.06456424688891908
138,0.06269973509341688
139,0.07282121893444968
140,0.07833538683795231
141,0.06508975965927936
142,0.0704899048128127
143,0.04605531940940588
