Time (seconds),Standard Error Mean
0,0.1580547012461162
1,0.16077950207892083
2,0.5283121347614157
3,0.5583734658097694
4,0.8295849517307871
5,0.9540722261844276
6,1.123353347818872
7,1.1714640021065224
8,1.2265948556186095
9,1.0262477763034705
10,1.0034593427342884
11,1.0013900146589254
12,0.9784697614242389
13,0.7959205309707719
14,0.7894965015530385
15,0.9899113302658662
16,1.0013066483064765
17,0.9249806408003699
18,1.088180054801705
19,1.1954154029132535
20,1.1829448663697006
21,1.202761548776964
22,1.180555618875477
23,1.2260993295361686
24,1.4419884621174708
25,1.134981526714394
26,1.0720661076505253
27,0.7040560508952426
28,0.7767201627033108
29,0.44664446427504173
30,0.2626902372947191
31,0.12974507647852596
32,0.30698288511057464
33,0.22035448447770778
34,0.20099668643605345
35,0.2620844934013518
36,0.16707860574095398
37,0.16460159680393913
38,0.14864985593461072
39,0.11668335605030991
40,0.12729483623450827
41,0.1106689900530104
42,0.10012316905507504
43,0.10336065164182953
44,0.09313617520300774
45,0.1018202546298944
46,0.0923585418383728
47,0.10057384190326304
48,0.09243230087009333
49,0.10217561123628496
50,0.11326199065637384
51,0.13713759164879824
52,0.14689439271727245
53,0.181445217241545
54,0.20518864593407313
55,0.1874914769312735
56,0.6105942838435702
57,0.5529339674660916
58,0.7830615920957166
59,0.7018926809184963
60,0.7593452411195516
61,0.7400939334119325
62,0.7264671490902871
63,0.5912580740359505
64,0.20859843373940556
65,0.1346630693051088
66,0.1249770284831846
67,0.07832869551604264
68,0.07145376329691082
69,0.06065841138598585
70,0.04813564018749187
71,0.05447544000349773
72,0.05552457746693652
73,0.04120100187858346
74,0.029893319168553794
75,0.020171879938668057
76,0.04353959405123088
77,0.059426340551976445
78,0.07886527457128466
79,0.062401469877689596
80,0.031020672836915824
81,0.028743041050069505
82,0.03781875544514867
83,0.035609255104114994
84,0.03965500462594916
85,0.03408482611636964
86,0.02430119354652801
87,0.02349492143874749
88,0.06778861837955594
89,0.06798877298624677
90,0.06282809290325066
91,0.0742808675399528
92,0.019037064943081744
93,0.028125741301536642
94,0.02454231799046024
95,0.04058676961273639
96,0.04143464816489171
97,0.01497928884913573
98,0.02512139264689681
99,0.04490756030623706
100,0.03891122571358827
101,0.06393242486699184
102,0.05818304562502619
103,0.06188869083401773
104,0.059918863009634844
105,0.06810642392703377
106,0.028550665430300586
107,0.032263726346461685
108,0.01416933237897467
109,0.02256717046283102
110,0.020185383157799722
111,0.012092613719997786
112,0.013980517291083362
113,0.015479113421282949
114,0.01003459686545085
115,0.009720683627519355
116,0.009472776772984796
117,0.011280485817280075
118,0.016826700990795456
119,0.031796149084068505
120,0.03439138678532147
121,0.02754250016105943
122,0.02263395916220189
123,0.019461454256832912
124,0.017125779231930024
125,0.01312733317006193
126,0.023234283395542888
127,0.011902027627464907
128,0.01709698274609576
129,0.025798724042745323
130,0.01803155558599913
131,0.015961363688149866
132,0.027761852509564686
133,0.020205592024340326
134,0.020529940034235205
135,0.033711401638197185
136,0.01858568066316435
137,0.023729092519370304
138,0.021655750210365244
139,0.031824768815947674
140,0.04321329396193333
141,0.023306213107953343
142,0.040269572108074955
143,0.025651440696807498
144,0.029993075859060334
145,0.03347446367410636
146,0.04252588794835088
147,0.031826994128565586
148,0.038159729783671034
149,0.0567017774405133
150,0.0636575099930968
151,0.05613164700828785
152,0.01840728457578522
153,0.015694427817208333
154,0.01182213631303608
155,0.01335926898080214
156,0.013463727070058672
157,0.0172495630742279
158,0.02254016042347891
159,0.01603527539086757
160,0.013977834437240393
161,0.014462724006506838
162,0.012794490459584676
163,0.01089318044538967
164,0.01442202406818827
165,0.012361551643485654
166,0.011681696197130135
167,0.01742864167666443
168,0.020674234488681706
169,0.03170837480114323
170,0.02763363159732539
171,0.027948612768134883
172,0.03550309078129731
173,0.03485203041398756
174,0.05474203012559312
175,0.05905685699722552
176,0.05875826401734243
177,0.04746304752138919
178,0.06048712482370489
179,0.02560774070744496
180,0.023994323297712263
181,0.028092462446762338
182,0.03210909647432805
183,0.04681555379546212
184,0.049504921343611785
185,0.03760084070994754
186,0.036242078914269164
187,0.029840673149599053
188,0.028061643707324238
189,0.029969941159499247
190,0.03306681429595766
191,0.029785496400032425
192,0.019646019370908385
193,0.02152997600620688
194,0.029029191825159503
195,0.020205398848044474
196,0.01707156849500667
197,0.026310018827357888
198,0.019102738186712036
199,0.022595026407476883
200,0.018276262466173913
201,0.03713421956121939
202,0.036367240579854763
203,0.027595277237368675
204,0.03189558969466843
205,0.032202180853874
206,0.05099921722867908
207,0.024702755987262483
208,0.023919529123223482
209,0.03345568408125427
210,0.026402057209286015
211,0.03387372020526357
212,0.05207422369466165
213,0.0728393690594769
214,0.07174471663453322
215,0.08784475251851169
216,0.08159158963873142
217,0.06327430211935435
218,0.08668483129285283
219,0.1114326494114515
220,0.08349382987598199
221,0.1108029732536581
222,0.059022639016272915
223,0.03894994002828232
224,0.03608111498029858
225,0.03753350146841736
226,0.04085974502809714
227,0.026671007273574285
228,0.03912053053566295
229,0.04193771669540267
230,0.04617927725418869
231,0.061672720038768614
232,0.05246616891562981
233,0.03566205499226501
234,0.09224693975456338
235,0.08971626168023845
236,0.18185428316363897
237,0.04800453313495948
238,0.028345620624153006
239,0.027946244747866233
240,0.019583842618341563
241,0.02168358762350552
242,0.024112612726195238
243,0.017088826629287797
244,0.02214116147012956
245,0.024250568783708917
246,0.026782924892487042
247,0.020853380321280892
248,0.025548147530073985
249,0.04606954863150188
250,0.025508142627284132
251,0.029144488661969885
252,0.03356923967527804
253,0.03560496408079398
