Time (seconds),Standard Deviation
0,0.4998128508351806
1,0.5084294276371669
2,1.6706696613518912
3,1.7657319369610265
4,2.6233779600701315
5,3.0170412870501284
6,3.5523551962829782
7,3.704494443552899
8,3.8788335100001876
9,3.245280416801941
10,3.1732170624158855
11,3.166673272471606
12,3.0941930677021547
13,2.5169217143582268
14,2.496607149642264
15,3.1303744852473114
16,3.166409644917647
17,2.925045616491242
18,3.4411274775402347
19,3.7802354232537643
20,3.7408001241317734
21,3.8034659762069145
22,3.7332446601561773
23,3.877266518939654
24,4.559967899974636
25,3.5891267266327285
26,3.3901707024469254
27,2.2264207212523974
28,2.4562048187190286
29,1.4124138114148383
30,0.8306994689414207
31,0.4102899568648805
32,0.9707651196392064
33,0.6968220635817752
34,0.6356073312846006
35,0.8287839385596419
36,0.5283489424266992
37,0.5205159524011397
38,0.4700721186092675
39,0.36898517015136795
40,0.40254161687917783
41,0.3499660749180314
42,0.3166172607681258
43,0.3268550796274037
44,0.29452244619799955
45,0.32198391656877107
46,0.29206335358121294
47,0.31804241344799516
48,0.2922966001194584
49,0.3231076528265532
50,0.3581658627988507
51,0.4336671424402884
52,0.4645208564938314
53,0.5737801570273362
54,0.6488634711575189
55,0.5929001089717413
56,1.9308686632250325
57,1.748530732866291
58,2.4762581792201686
59,2.2195795447042537
60,2.4012604923475296
61,2.3403825120546986
62,2.2972908364144264
63,1.8697221989180683
64,0.6596461669602361
65,0.42584201571325175
66,0.3952120652066019
67,0.24769708398051277
68,0.22595663940878039
69,0.19181873922720633
70,0.1522182596228088
71,0.17226646695090375
72,0.17558413091398195
73,0.1302890078171999
74,0.09453097539500085
75,0.0637890852936487
76,0.13768428560100748
77,0.18792258915307336
78,0.24939389593981887
79,0.19733077415588787
80,0.09809598071557098
81,0.09089347659793748
82,0.1195934054795649
83,0.11260635191097969
84,0.12540013524251278
85,0.10778568417851946
86,0.07684712146761352
87,0.07429746519316231
88,0.21436643351534937
89,0.21499937795666757
90,0.19867987461893305
91,0.2348967279995193
92,0.06020048518468202
93,0.08894140339352445
94,0.07760962390998093
95,0.1283466348447571
96,0.1310278622487738
97,0.047368670492831236
98,0.07944081875959998
99,0.14201017472907773
100,0.1230480998038496
101,0.2021720789172817
102,0.1839909453805779
103,0.19570922444148184
104,0.18948008191805774
105,0.2153714228984161
106,0.09028513147318118
107,0.10202686105920175
108,0.04480736324153208
109,0.07136365900782225
110,0.06383178622184912
111,0.03824020221979464
112,0.044210277507190664
113,0.0489492545713356
114,0.03173218149641087
115,0.030739500676868984
116,0.029955550368971736
117,0.03567202829583103
118,0.05321070063752561
119,0.10054825192793312
120,0.10875511413343211
121,0.08709703296450223
122,0.07157486341979445
123,0.061542522030771526
124,0.05415646907810791
125,0.04151227242127419
126,0.0734732553317464
127,0.037637516077039135
128,0.05406540659426286
129,0.08158272870122239
130,0.0570207854076894
131,0.0504742638168591
132,0.08779068599588587
133,0.0638956922690478
134,0.06492137073485844
135,0.10660481229343466
136,0.05877308276014805
137,0.07503797917007332
138,0.0684814951044247
139,0.10063875546669461
140,0.1366524341181109
141,0.07370071705440431
142,0.1273435682619051
143,0.08111697786664836
144,0.09484643374884202
145,0.10585554866274446
146,0.13447866543789372
147,0.10064579252307312
148,0.12067166101296486
149,0.1793067640919746
150,0.20130272175311537
151,0.17750385336276592
152,0.058208944798367586
153,0.049630138475483095
154,0.03738487755817937
155,0.042245717854171
156,0.04257604333625081
157,0.05454790795729629
158,0.07127824576377881
159,0.050707993143188294
160,0.044201793578417546
161,0.045735149030957496
162,0.040459731353582086
163,0.034447261170638795
164,0.04560644452524246
165,0.0390906586072124
166,0.03694076691705854
167,0.0551142042211955
168,0.0653776698646408
169,0.10027068527390122
170,0.08738521586954513
171,0.08838127378936968
172,0.11227063084462642
173,0.11021179718966177
174,0.17310949893842756
175,0.18675417956208493
176,0.1858099456523175
177,0.15009133486039922
178,0.19127708355781822
179,0.08097878636653762
180,0.07587671253521316
181,0.08883616641451568
182,0.10153787846895887
183,0.14804377991580087
184,0.15654830683329635
185,0.11890429858061687
186,0.11460751650865285
187,0.09436449406536349
188,0.08873870900327602
189,0.09477327540524529
190,0.10456644814104332
191,0.09419000986284823
192,0.062126168167858827
193,0.06808376214838925
194,0.09179836480144445
195,0.06389508139196295
196,0.05398503967579392
197,0.08319958477636331
198,0.060408162215884895
199,0.07145174723927875
200,0.05779461650815562
201,0.11742871294623174
202,0.11500331244764365
203,0.08726392873388396
204,0.10086271074934676
205,0.10183223712290768
206,0.1612736853283262
207,0.07811697340311083
208,0.07564019258811656
209,0.10579616237580125
210,0.08349063569541268
211,0.10711810867189925
212,0.16467315426023943
213,0.23033830955754367
214,0.2268767146484951
215,0.2777894984523095
216,0.2580152611721862
217,0.20009091205477902
218,0.27412150547285336
219,0.35238097784720823
220,0.2640306729787171
221,0.35038976700027746
222,0.18664597280534242
223,0.12317052521633534
224,0.11409850385616487
225,0.11869135320147327
226,0.1292098589025276
227,0.08434113047541232
228,0.12370997976686189
229,0.13261870462434236
230,0.14603169682364267
231,0.19502626482041674
232,0.1659125938765168
233,0.11277331981773588
234,0.29171043680475417
235,0.28370773006523853
236,0.5750737370543102
237,0.1518036627194951
238,0.08963672286336713
239,0.0883737854517753
240,0.06192954801223494
241,0.06856952473411507
242,0.07625077655233897
243,0.054039614688287316
244,0.07001650028717159
245,0.07668703191109938
246,0.08469504506147937
247,0.06594417872898146
248,0.08079033619303892
249,0.14568470445143913
250,0.08066382958264937
251,0.09216296541277799
252,0.10615525669396977
253,0.11259278250379237
