Time (seconds),RMSE (meters)
0,1.6309127247119273
1,2.4920510576167403
2,3.049878692719022
3,3.0074708820328815
4,2.948806332446218
5,2.84830705459038
6,0.11377092773116441
7,0.13485881566651434
8,0.08633004532114562
9,0.052432151039568366
10,0.035119556093542836
11,0.0643018065900603
12,0.10964308812267891
13,0.15892137723596073
14,0.18131903128615431
15,0.1868786201572191
16,0.23960800007186028
17,0.20473247701559447
18,0.27508158559050694
19,0.28736206056637403
20,0.24438969728363674
21,0.313471718594951
22,0.30129664197712813
23,0.28976458624112683
24,0.30179446871676674
25,0.1605699751720852
26,0.24248359142002318
27,0.23816752385917594
28,0.16473551986033189
29,0.23186978898271496
30,0.22035859136040425
31,0.13879764628902344
32,0.2024479127209022
33,0.11679048111008199
34,0.20840047436570378
35,0.20399506353109803
36,0.14472729153529934
37,0.14132059593014432
38,0.13822162774575747
39,0.052501956674373046
40,0.10235557109022705
41,0.0836216257554246
42,0.08248125586409844
43,0.10397999638405564
44,0.10976254206105679
45,0.13184001509657262
46,0.14327505314033392
47,0.14093036183187815
48,0.16979636620955496
49,0.22678741075485584
50,0.10212093603922733
51,0.20068507942729702
52,0.19127168239763506
53,0.10773951333301149
54,0.18020682897769658
55,0.19037209414851217
56,0.10613847954978926
57,0.18149327539009852
58,0.10591567140252155
59,0.10420573364863459
60,0.11176367528747969
61,0.08561299325432793
62,0.11976927851915628
63,0.13601596285043116
64,0.0692817759047917
65,0.12250710880712334
66,0.14405450020359117
67,0.12299093778590704
68,0.1158493096371368
69,0.034429236464113416
70,0.1216677522860124
71,0.033157213723442616
72,0.11724221136323393
73,0.10921115466294269
74,0.043403400239559
75,0.10220950620000951
76,0.1077320967990562
77,0.054842011555412705
78,0.09295175878293216
79,0.09208969756471187
80,0.09895862069190337
81,2.5626083383508798
82,2.4971724677951466
83,2.435995229486171
84,2.3410022611986046
85,2.243366256100635
86,2.1718200556867897
87,1.3471102444838448
88,0.8326281725254908
89,0.41426670869968685
90,0.3671118660608425
91,0.26700884299942035
92,0.3196796935156187
93,0.2479308284668526
94,0.19840128125233075
95,0.3424274786269037
96,0.264895101266271
97,0.2100942823354797
98,0.2826457811144749
99,0.21206811471971956
100,0.2642997308466112
101,0.26274224834802296
102,0.1444359638679435
103,0.23269797083586247
104,0.21931859977735133
105,0.12794813837970043
106,0.169896757108909
107,0.08317663128190121
108,0.1103174458845938
109,0.20479559530784625
110,0.1412573344593668
111,0.17189054024258682
112,0.16716327604097464
113,0.07698094836913742
114,0.13675953598227794
115,0.13846219480297303
116,0.0700523069274246
117,0.18497185564268107
118,0.10331989667435601
119,0.18126029204668231
120,0.12971704641353493
121,0.06614274997944083
122,0.09349961805655455
123,0.0738724351521651
124,0.17980349435127402
125,0.1274758324974914
126,0.16790169800079807
127,0.21109068185997232
128,0.07913356174224566
129,0.061302887982116805
130,0.0868076103900806
131,0.12948828615430738
132,0.04327637616553988
133,0.11221551520312249
134,0.11277238119640556
135,0.05172334466132746
136,0.12243365018898054
137,0.14028047016784972
138,0.13468591996370236
139,0.14115922738559294
140,0.16293834236842689
141,0.16457877941443727
142,0.07003648519754059
143,0.11718662737771264
