Time (seconds),RMSE (meters)
0,7.617007221000331
0,7.617007221000331
0,7.617007221000331
0,7.617007221000331
0.09324860572814941,7.617007221000331
1.1742949485778809,5.23511826868625
2.135669231414795,5.742224926879018
3.085435390472412,5.3435369944737445
4.1408326625823975,5.883958178795462
5.095655202865601,6.292091031137446
6.080786466598511,7.633833507032821
7.109965562820435,9.375455519003783
8.117976188659668,7.622758107841194
9.163975238800049,10.266588607535063
10.09548568725586,10.459329811690955
11.09788990020752,10.724662896296076
12.07295560836792,6.965672057777745
13.143476009368896,4.758308745189354
14.117099046707153,4.770094059807615
15.115370273590088,3.9620784607185304
16.10560703277588,5.717267137042481
17.127877950668335,5.582874622739363
18.105828762054443,10.427038026750973
19.09438443183899,12.401425453901878
20.137402772903442,11.727603968895101
21.105488061904907,12.75148432519324
22.09528613090515,0.9318676130602684
23.110419511795044,0.8930723938528511
24.077197551727295,0.8951316852932047
25.088266849517822,0.8959215172146106
26.107766151428223,1.0624982596736634
27.069936752319336,0.9476555332234933
28.091761589050293,0.8226638757234882
29.107630014419556,0.6759704833101964
30.084205865859985,0.42467726944016765
31.07933282852173,0.2554008902639968
32.1031174659729,0.3576026716942513
33.10793662071228,0.3883237681438199
34.14358377456665,0.18573411054036773
35.11270356178284,0.09446562299821135
36.108399391174316,0.05779259645720917
37.115209102630615,0.06905823135790773
38.159934520721436,0.09042799918537042
39.09549069404602,0.24609824536763436
40.084280490875244,0.2101826756296876
41.14795923233032,0.03437068906846997
42.107014417648315,0.19203157021966508
43.11531472206116,0.5176172539216812
44.09683179855347,0.4806618144338856
45.11965727806091,0.5501646397809274
46.1327645778656,0.7224046434066694
47.11629629135132,0.8426698633889697
48.11506485939026,0.9071832058527763
49.10699701309204,1.0367241146482002
50.13284945487976,1.120423836547063
51.12488341331482,1.0467440309261433
52.1140615940094,1.1423690379940339
53.0953426361084,1.1211533620252592
54.10508131980896,0.9392182682126543
55.09020781517029,0.21865787459619035
56.09090232849121,0.23684325402992434
57.09586548805237,0.383342490331363
58.147178411483765,0.48618884059759737
59.153939962387085,0.42636454852536987
60.12850308418274,0.2733392076604713
61.13604998588562,0.08055649029196486
62.1125967502594,0.04538276873099656
63.09458827972412,0.05847313917582559
64.08218050003052,0.06740717176540444
65.11487078666687,0.10797818097342696
66.1369047164917,0.0595750412700224
67.12445640563965,0.1069140051353103
68.1105535030365,0.07845873639511944
69.14987874031067,0.4076904645240285
70.16145396232605,0.45538727875749546
71.12602210044861,0.4839683481997077
72.14029598236084,0.7247089608233065
73.13231492042542,0.6901129984452471
74.12877297401428,0.5823235773645435
75.11697316169739,0.42854164976282644
76.12002754211426,0.5266885775341915
77.09581851959229,0.4566090570162914
78.12932443618774,0.34687714395237257
79.11287426948547,0.2544562424828299
80.10890817642212,0.18712086831196112
81.10444784164429,0.06549289454883887
82.10954260826111,0.2244793220062914
83.14829063415527,0.2858318370532245
84.13618612289429,0.26641946738934064
85.14845323562622,0.15260156988136572
86.11007595062256,0.218989114254842
87.12386918067932,0.25230320426779607
88.09101867675781,0.21867454601000555
89.10111236572266,0.46703059069908265
90.12144207954407,0.48487734030635815
91.08774375915527,0.6034632745968154
92.08974695205688,0.5503019775567815
93.08093094825745,0.43577634337975246
94.16954922676086,0.472039903471271
95.09940552711487,0.2842310522666898
96.12380695343018,0.2481503922120411
97.09550738334656,0.1309945332869896
98.109379529953,0.45566984055334775
99.13894033432007,0.6045237113139162
100.09506297111511,0.6478682831611227
101.10503196716309,0.5657850193502154
102.09276151657104,0.7115302170563023
103.10418605804443,0.7615924375116365
104.12764954566956,0.7588752229303627
105.11214017868042,0.2785745059497875
106.11082029342651,0.057780280338113804
107.10674571990967,0.2332956204591424
108.15170097351074,0.15340924540365222
109.0931715965271,0.1557366052430608
110.13463521003723,0.07530707835986203
111.11023998260498,0.0191277781507911
112.11037635803223,0.07987663246017382
113.17161870002747,0.07544772962886574
114.09208393096924,0.1152694093961579
115.10687065124512,0.05698570284620145
116.2936499118805,0.03407487733849144
117.1562876701355,0.06922951958696659
118.11085367202759,0.10254768617832746
119.11928009986877,0.0305521946457762
120.11710691452026,0.2270915107458744
121.07324695587158,0.18679509982363965
122.11267852783203,0.07668181840232087
123.15842008590698,0.07100821277363527
124.10083746910095,0.0853094473773074
125.14527750015259,0.09685399334273002
126.13739347457886,0.17930215013981268
127.15498495101929,0.17812366816189995
128.08563685417175,0.14997453951557124
129.08632707595825,0.24039208840120327
130.08921074867249,0.26400039359738825
131.15202713012695,0.04823559773067243
132.12895512580872,0.10014624933794897
133.1288378238678,0.12286391157051102
134.11377048492432,0.18117651378436905
135.13059210777283,0.35269545268082164
136.12652850151062,0.24216929622978778
137.1272165775299,0.4041793223229879
138.07660841941833,0.29280371088312446
139.16546654701233,0.4988332633505247
140.1277256011963,0.5017055955493025
141.12152528762817,0.7162040986598512
142.145902633667,0.799205321812346
